ancestry	gene_symbol	source_file	url	expected_size_bytes	sha256	md5	synapse_id	synapse_parent_id	pipeline_batch_id	raw_lifecycle	raw_cleanup_at	raw_cleanup_reason
EUR	CD276	CD276_Q5ZPR3_OID20680_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469216	548710400		a0f523672ddc74e553e85ee46a1377ec	syn51469216	syn51365303				
EUR	CD27	CD27_P26842_OID21527_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51471421				syn51471421	syn51365303				
EUR	CD28	CD28_P10747_OID21265_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51471416	545300480		abf29c7894ffc2cf259f20deaa026cb9	syn51471416	syn51365303				
EUR	CD2AP	CD2AP_Q9Y5K6_OID20177_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469680	548218880		424ace6367d52b496d87fc62428a6992	syn51469680	syn51365303				
EUR	CD2	CD2_P06729_OID30097_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52363049				syn52363049	syn51365303				
EUR	CD300A	CD300A_Q9UGN4_OID30576_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52361869				syn52361869	syn51365303				
EUR	CD300C	CD300C_Q08708_OID21010_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51469881				syn51469881	syn51365303				
EUR	CD300E	CD300E_Q496F6_OID21418_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51470261				syn51470261	syn51365303				
EUR	CD300LF	CD300LF_Q8TDQ1_OID21469_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469934				syn51469934	syn51365303				
EUR	CD300LG	CD300LG_Q6UXG3_OID21130_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51468780				syn51468780	syn51365303				
EUR	CD302	CD302_Q8IX05_OID21328_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469057	547686400		a97b627f0239d52df39df31ab5867f01	syn51469057	syn51365303				
EUR	CD33	CD33_P20138_OID21472_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51471257				syn51471257	syn51365303				
EUR	CD34	CD34_P28906_OID21025_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51470624				syn51470624	syn51365303				
EUR	CD36	CD36_P16671_OID30485_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52363446	545628160		e4eb224ccbeb9dbc9741639fa3da2dee	syn52363446	syn51365303				
EUR	CD38	CD38_P28907_OID21316_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51470093				syn51470093	syn51365303				
EUR	CD3D	CD3D_P04234_OID30827_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52361650				syn52361650	syn51365303				
EUR	CD3E	CD3E_P07766_OID31302_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362635				syn52362635	syn51365303				
EUR	CD3G	CD3G_P09693_OID30448_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362553				syn52362553	syn51365303				
EUR	CD40LG	CD40LG_P29965_OID20616_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469525	549160960		4cf363b659401400b861efddda13c5cd	syn51469525	syn51365303				
EUR	CD40	CD40_P25942_OID20724_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469096				syn51469096	syn51365303				
EUR	CD46	CD46_P15529_OID20380_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51470496				syn51470496	syn51365303				
EUR	CD48	CD48_P09326_OID20692_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51471140	548853760		d9e49fc657f30e7fa1ddd57ba14d3783	syn51471140	syn51365303				
EUR	CD4	CD4_P01730_OID20584_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51470975				syn51470975	syn51365303				
EUR	CD55	CD55_P08174_OID20377_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51470988				syn51470988	syn51365303				
EUR	CD58	CD58_P19256_OID20716_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51471464				syn51471464	syn51365303				
EUR	CD59	CD59_P13987_OID20339_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51471318				syn51471318	syn51365303				
EUR	CD5L	CD5L_O43866_OID30775_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362953	548433920		d26634eeaff3bb988b5abb2112fc68ba	syn52362953	syn51365303				
EUR	CD5	CD5_P06127_OID21449_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51468783				syn51468783	syn51365303				
EUR	CD63	CD63_P08962_OID20988_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51468809	546836480		30296fa44fe00856383a3793391f7a1a	syn51468809	syn51365303				
EUR	CD69	CD69_Q07108_OID20206_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51470750				syn51470750	syn51365303				
EUR	CD6	CD6_P30203_OID20649_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469403	549857280		6ddb546fb0132522f0956d18124af0e4	syn51469403	syn51365303				
EUR	CD70	CD70_P32970_OID20599_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469303				syn51469303	syn51365303				
EUR	CD72	CD72_P21854_OID30641_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362336				syn52362336	syn51365303				
EUR	CD74	CD74_P04233_OID21040_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51470179				syn51470179	syn51365303				
EUR	CD79B	CD79B_P40259_OID20635_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51470298	549314560		f4f2efd8651088436a12031520d983e7	syn51470298	syn51365303				
EUR	CD7	CD7_P09564_OID30543_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362965				syn52362965	syn51365303				
EUR	CD80	CD80_P33681_OID30291_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52361585	549242880		766d9143d58b181802f56656cb5ff011	syn52361585	syn51365303				
EUR	CD82	CD82_P27701_OID31256_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52361358				syn52361358	syn51365303				
EUR	CD83	CD83_Q01151_OID20565_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469560	547993600		0acfac7a39b6b0ee0163d3270257313b	syn51469560	syn51365303				
EUR	CD84	CD84_Q9UIB8_OID20607_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51468592				syn51468592	syn51365303				
EUR	CD86	CD86_P42081_OID31500_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362558				syn52362558	syn51365303				
EUR	CD8A	CD8A_P01732_OID21018_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51471564				syn51471564	syn51365303				
EUR	CD93	CD93_Q9NPY3_OID20397_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51471247				syn51471247	syn51365303				
EUR	CD99L2	CD99L2_Q8TCZ2_OID21122_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51468614				syn51468614	syn51365303				
EUR	CD99	CD99_P14209_OID21110_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51470732				syn51470732	syn51365303				
EUR	CDAN1	CDAN1_Q8IWY9_OID31076_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52363386				syn52363386	syn51365303				
EUR	CDA	CDA_P32320_OID30345_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52363461	549007360		c1aca894b6f89173fbb34dce4e0fa725	syn52363461	syn51365303				
EUR	CDC123	CDC123_O75794_OID31242_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362665				syn52362665	syn51365303				
EUR	CDC25A	CDC25A_P30304_OID31189_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362125				syn52362125	syn51365303				
EUR	CDC26	CDC26_Q8NHZ8_OID31508_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52363648				syn52363648	syn51365303				
EUR	CDC27	CDC27_P30260_OID21238_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51470018				syn51470018	syn51365303				
EUR	CDC37	CDC37_Q16543_OID21470_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51470376				syn51470376	syn51365303				
EUR	CDC42BPB	CDC42BPB_Q9Y5S2_OID31485_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362736				syn52362736	syn51365303				
EUR	CDCP1	CDCP1_Q9H5V8_OID20940_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51470892	547778560		47fb39de7698e26abdf354477c429a90	syn51470892	syn51365303				
EUR	CDH15	CDH15_P55291_OID21005_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51471234				syn51471234	syn51365303				
EUR	CDH17	CDH17_Q12864_OID20134_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469102	548659200		fa7ec73d2a89a3032da814bd9e4ce4da	syn51469102	syn51365303				
EUR	CDH1	CDH1_P12830_OID20353_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51470549				syn51470549	syn51365303				
EUR	CDH22	CDH22_Q9UJ99_OID31332_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52361444				syn52361444	syn51365303				
EUR	CDH23	CDH23_Q9H251_OID31074_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52361968	548474880		d87f20f9eee6a6750cc1dfba655d7515	syn52361968	syn51365303				
EUR	CDH2	CDH2_P19022_OID20170_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469536	548362240		f153751c76c0f679dcb326fe74931a28	syn51469536	syn51365303				
EUR	CDH3	CDH3_P22223_OID21008_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51470815	548894720		524dda38a96ad532cc7c37cff6fe95c5	syn51470815	syn51365303				
EUR	CDH4	CDH4_P55283_OID30875_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52363494				syn52363494	syn51365303				
EUR	CDH5	CDH5_P33151_OID20243_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469161				syn51469161	syn51365303				
EUR	CDH6	CDH6_P55285_OID20157_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469080				syn51469080	syn51365303				
EUR	CDHR1	CDHR1_Q96JP9_OID20808_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51468565				syn51468565	syn51365303				
EUR	CDHR2	CDHR2_Q9BYE9_OID21282_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469726	548157440		98d5e44cb232ac532aa59f455473e211	syn51469726	syn51365303				
EUR	CDHR5	CDHR5_Q9HBB8_OID20193_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469532				syn51469532	syn51365303				
EUR	CDK1	CDK1_P06493_OID31164_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52363259				syn52363259	syn51365303				
EUR	CDK5RAP3	CDK5RAP3_Q96JB5_OID30985_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52363659	548587520		34932254fe3663a5651ddba6a956517a	syn52363659	syn51365303				
EUR	CDKL5	CDKL5_O76039_OID30796_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362544				syn52362544	syn51365303				
EUR	CDKN1A	CDKN1A_P38936_OID21319_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51470779	547471360		c0441b17c56bd652a9dfe5d78c1ce38b	syn51470779	syn51365303				
EUR	CDKN2D	CDKN2D_P55273_OID21295_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469035				syn51469035	syn51365303				
EUR	CDNF	CDNF_Q49AH0_OID21318_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469545				syn51469545	syn51365303				
EUR	CDON	CDON_Q4KMG0_OID20754_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51471365	548198400		92f88ad69a081336803dd43027b68557	syn51471365	syn51365303				
EUR	CDSN	CDSN_Q15517_OID20667_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51470511	549642240		3bd49dcd9ff787c4a50937e1a306911a	syn51470511	syn51365303				
EUR	CEACAM16	CEACAM16_Q2WEN9_OID31495_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362828	548689920		e3b836c8a4d52a53d4e451895825e962	syn52362828	syn51365303				
EUR	CEACAM18	CEACAM18_A8MTB9_OID31251_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362579				syn52362579	syn51365303				
EUR	CEACAM19	CEACAM19_Q7Z692_OID31443_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52361912	548433920		de2e38753798dfb4f2e3dee2f61a6cdc	syn52361912	syn51365303				
EUR	CEACAM1	CEACAM1_P13688_OID21528_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469374				syn51469374	syn51365303				
EUR	CEACAM20	CEACAM20_Q6UY09_OID31308_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52363625				syn52363625	syn51365303				
EUR	CEACAM21	CEACAM21_Q3KPI0_OID20548_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51471326				syn51471326	syn51365303				
EUR	CEACAM3	CEACAM3_P40198_OID21245_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469907				syn51469907	syn51365303				
EUR	CEACAM5	CEACAM5_P06731_OID21171_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51471186				syn51471186	syn51365303				
EUR	CEACAM6	CEACAM6_P40199_OID30362_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52362933	548853760		783675586601ecad7267cd7982087670	syn52362933	syn51365303				
EUR	CEACAM8	CEACAM8_P31997_OID20102_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51471297	545894400		8a8ba9ccb3ee59264ec809b13f86f382	syn51471297	syn51365303				
EUR	CEBPA	CEBPA_P49715_OID30458_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362311				syn52362311	syn51365303				
EUR	CEBPB	CEBPB_P17676_OID20052_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51468500				syn51468500	syn51365303				
EUR	CELA2A	CELA2A_P08217_OID30411_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52363251	548853760		d4577c270ecdd180ccae7ecefc753585	syn52363251	syn51365303				
EUR	CELA3A	CELA3A_P09093_OID20298_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469590				syn51469590	syn51365303				
EUR	CELSR2	CELSR2_Q9HCU4_OID30593_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52363591				syn52363591	syn51365303				
EUR	CEMIP2	CEMIP2_Q9UHN6_OID30499_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362267				syn52362267	syn51365303				
EUR	CEND1	CEND1_Q8N111_OID30821_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362966				syn52362966	syn51365303				
EUR	CENPF	CENPF_P49454_OID31329_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52361256				syn52361256	syn51365303				
EUR	CENPJ	CENPJ_Q9HC77_OID31314_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52361632				syn52361632	syn51365303				
EUR	CEP112	CEP112_Q8N8E3_OID30115_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52361588				syn52361588	syn51365303				
EUR	CEP152	CEP152_O94986_OID31249_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52361903	544440320		53acc5ac43d6b5cbec299e1fd5297d3e	syn52361903	syn51365303				
EUR	CEP164	CEP164_Q9UPV0_OID20441_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469138				syn51469138	syn51365303				
EUR	CEP170	CEP170_Q5SW79_OID30240_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52362374				syn52362374	syn51365303				
EUR	CEP20	CEP20_Q96NB1_OID21209_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469279				syn51469279	syn51365303				
EUR	CEP290	CEP290_O15078_OID31287_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52363674				syn52363674	syn51365303				
EUR	CEP350	CEP350_Q5VT06_OID31247_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52363034				syn52363034	syn51365303				
EUR	CEP43	CEP43_O95684_OID20084_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469520				syn51469520	syn51365303				
EUR	CEP85	CEP85_Q6P2H3_OID21241_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51469062				syn51469062	syn51365303				
EUR	CERT	CERT_Q9Y5P4_OID20857_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51471409				syn51471409	syn51365303				
EUR	CES1	CES1_P23141_OID20244_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51468601	548669440		0b321416ed4a8c6f04ba6f5c2e095e9a	syn51468601	syn51365303				
EUR	CES2	CES2_O00748_OID21366_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51468602				syn51468602	syn51365303				
EUR	CES3	CES3_Q6UWW8_OID21340_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51471301				syn51471301	syn51365303				
EUR	CETN2	CETN2_P41208_OID20836_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51469368				syn51469368	syn51365303				
EUR	CETN3	CETN3_O15182_OID31525_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362495				syn52362495	syn51365303				
EUR	CFB	CFB_P00751_OID30755_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362825				syn52362825	syn51365303				
EUR	CFC1	CFC1_P0CG37_OID21261_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51471202				syn51471202	syn51365303				
EUR	CFD	CFD_P00746_OID30738_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52363567	549150720		6e529d77f89772004f04628986f53064	syn52363567	syn51365303				
EUR	CFHR2	CFHR2_P36980_OID30720_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52363587				syn52363587	syn51365303				
EUR	CFHR4	CFHR4_Q92496_OID30758_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52363057	550430720		525ea6e3263bcb77ada5df2396f94b08	syn52363057	syn51365303				
EUR	CFHR5	CFHR5_Q9BXR6_OID30716_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52363133	547737600		fb77d6b149f88fe623007d198f887ae6	syn52363133	syn51365303				
EUR	CFH	CFH_P08603_OID30790_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362207	542095360		ebd6dc644e774af6ed66e4fb3541d7c0	syn52362207	syn51365303				
EUR	CFI	CFI_P05156_OID30772_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52361281				syn52361281	syn51365303				
EUR	CFP	CFP_P27918_OID30784_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52361708				syn52361708	syn51365303				
EUR	CGA	CGA_P01215_OID21069_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51469671				syn51469671	syn51365303				
EUR	CGB3	CGB3_CGB5_CGB8_P0DN86_OID30671_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52363419				syn52363419	syn51365303				
EUR	CGN	CGN_Q9P2M7_OID30894_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362390				syn52362390	syn51365303				
EUR	CGREF1	CGREF1_Q99674_OID20152_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51468749				syn51468749	syn51365303				
EUR	CHAC2	CHAC2_Q8WUX2_OID21230_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51468663				syn51468663	syn51365303				
EUR	CHAD	CHAD_O15335_OID30660_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52362149	546344960		4861491f5d7793b27c4b87b4894d6f7a	syn52362149	syn51365303				
EUR	CHCHD10	CHCHD10_Q8WYQ3_OID31116_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362004				syn52362004	syn51365303				
EUR	CHCHD6	CHCHD6_Q9BRQ6_OID31426_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362982				syn52362982	syn51365303				
EUR	CHEK2	CHEK2_O96017_OID20054_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469419				syn51469419	syn51365303				
EUR	CHGA	CHGA_P10645_OID30403_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52361945	548904960		df836526096336f8bbb95bd4e84064fd	syn52361945	syn51365303				
EUR	CHGB	CHGB_P05060_OID21038_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51469513				syn51469513	syn51365303				
EUR	CHI3L1	CHI3L1_P36222_OID20399_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51468751				syn51468751	syn51365303				
EUR	CHIT1	CHIT1_Q13231_OID20312_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51471134				syn51471134	syn51365303				
EUR	CHL1	CHL1_O00533_OID20366_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51470972				syn51470972	syn51365303				
EUR	CHMP1A	CHMP1A_Q9HD42_OID20930_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51468796				syn51468796	syn51365303				
EUR	CHMP6	CHMP6_Q96FZ7_OID30327_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52363332				syn52363332	syn51365303				
EUR	CHM	CHM_P24386_OID30972_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52361307				syn52361307	syn51365303				
EUR	CHP1	CHP1_Q99653_OID30869_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362111				syn52362111	syn51365303				
EUR	CHRDL1	CHRDL1_Q9BU40_OID20771_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51470987				syn51470987	syn51365303				
EUR	CHRDL2	CHRDL2_Q6WN34_OID20223_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51468917	548218880		41b351bbe1bc42f7c914283921edabb4	syn51468917	syn51365303				
EUR	CHRM1	CHRM1_P11229_OID30930_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52363038				syn52363038	syn51365303				
EUR	CIAPIN1	CIAPIN1_Q6FI81_OID21501_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51471428	548444160		8dcd091f6d75f9b2306656229c78a29f	syn51471428	syn51365303				
EUR	CILP	CILP_O75339_OID30399_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52362616				syn52362616	syn51365303				
EUR	CINP	CINP_Q9BW66_OID31328_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52362962				syn52362962	syn51365303				
EUR	CIRBP	CIRBP_Q14011_OID31503_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52363080				syn52363080	syn51365303				
EUR	CIT	CIT_O14578_OID30970_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52361718				syn52361718	syn51365303				
EUR	CKAP4	CKAP4_Q07065_OID20617_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51470773				syn51470773	syn51365303				
EUR	CKB	CKB_P12277_OID30400_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52361504	548864000		0a80b724f9289a70e34e802b474a814e	syn52361504	syn51365303				
EUR	CKMT1A	CKMT1A_CKMT1B_P12532_OID20721_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51468490				syn51468490	syn51365303				
EUR	CLASP1	CLASP1_Q7Z460_OID31192_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52363505				syn52363505	syn51365303				
EUR	CLC	CLC_Q05315_OID20126_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51471404	548106240		568941528e3d1202df76d04b4f51b15b	syn51471404	syn51365303				
EUR	CLEC10A	CLEC10A_Q8IUN9_OID20928_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51468696	547491840		79b879f382d320889975b977cb710f3c	syn51468696	syn51365303				
EUR	CLEC11A	CLEC11A_Q9Y240_OID21112_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51471261				syn51471261	syn51365303				
EUR	CLEC12A	CLEC12A_Q5QGZ9_OID30552_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52361378				syn52361378	syn51365303				
EUR	CLEC14A	CLEC14A_Q86T13_OID21090_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51470743	548136960		c7b6626809a710227163bb96c5aad6d7	syn51470743	syn51365303				
EUR	CLEC1A	CLEC1A_Q8NC01_OID20099_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51471149	546119680		49c16236bd5587574fd31e470aaf62c1	syn51471149	syn51365303				
EUR	CLEC1B	CLEC1B_Q9P126_OID21061_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51469241	548904960		65ac7dabeb2ac42c966897e42395d6e9	syn51469241	syn51365303				
EUR	CLEC2L	CLEC2L_P0C7M8_OID30884_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362488				syn52362488	syn51365303				
EUR	CLEC3B	CLEC3B_P05452_OID30756_v1_Inflammation_II.tar	https://www.synapse.org/Synapse:syn52363549	546416640		e8ce8efa5af504c3791d3645ff293ea5	syn52363549	syn51365303				
EUR	CLEC4A	CLEC4A_Q9UMR7_OID20573_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469350				syn51469350	syn51365303				
EUR	CLEC4C	CLEC4C_Q8WTT0_OID20547_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51470506	548853760		4ddfd48de9f012887deecd23c172f80c	syn51470506	syn51365303				
EUR	CLEC4D	CLEC4D_Q8WXI8_OID20609_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51471396				syn51471396	syn51365303				
EUR	CLEC4G	CLEC4G_Q6UXB4_OID20590_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469810	548014080		63efc93ab026212a64b8fc07046d06f5	syn51469810	syn51365303				
EUR	CLEC4M	CLEC4M_Q9H2X3_OID30405_v1_Cardiometabolic_II.tar	https://www.synapse.org/Synapse:syn52363398	549693440		3122ae0b2461b70968a144f029c98c01	syn52363398	syn51365303				
EUR	CLEC5A	CLEC5A_Q9NY25_OID20165_v1_Cardiometabolic.tar	https://www.synapse.org/Synapse:syn51469830	547840000		daacd0a9a025208fd960dc1681184802	syn51469830	syn51365303				
EUR	CLEC6A	CLEC6A_Q6EIG7_OID21228_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51470486				syn51470486	syn51365303				
EUR	CLEC7A	CLEC7A_Q9BXN2_OID20636_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469987	550318080		22651ae4e7e3d552c8f310311617a9aa	syn51469987	syn51365303				
EUR	CLGN	CLGN_O14967_OID30957_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362921				syn52362921	syn51365303				
EUR	CLIC5	CLIC5_Q9NZA1_OID30890_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362403				syn52362403	syn51365303				
EUR	CLINT1	CLINT1_Q14677_OID31182_v1_Oncology_II.tar	https://www.synapse.org/Synapse:syn52361350				syn52361350	syn51365303				
EUR	CLIP2	CLIP2_Q9UDT6_OID20559_v1_Inflammation.tar	https://www.synapse.org/Synapse:syn51469895				syn51469895	syn51365303				
EUR	CLMP	CLMP_Q9H6B4_OID21419_v1_Oncology.tar	https://www.synapse.org/Synapse:syn51471417	549365760		e068c7e3f8cec3f6df0742eb61b3dd35	syn51471417	syn51365303				
EUR	CLNS1A	CLNS1A_P54105_OID30929_v1_Neurology_II.tar	https://www.synapse.org/Synapse:syn52362363				syn52362363	syn51365303				
EUR	CLPP	CLPP_Q16740_OID20910_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51471425				syn51471425	syn51365303				
EUR	CLPS	CLPS_P04118_OID21156_v1_Neurology.tar	https://www.synapse.org/Synapse:syn51469637				syn51469637	syn51365303				
